Contig1,gnl|Anoplophora_glabripennis|anogla_Scaffold34,3e-06,1920,1865636,63,22,41,36,0,0,1457,1269,5164,4976,51.9,13,-2,-2
Contig1,gnl|Anoplophora_glabripennis|anogla_Scaffold34,3e-06,1920,1865636,24,11,13,13,0,0,1287,1216,4898,4827,23.1,13,-1,-1
Contig1,gnl|Anoplophora_glabripennis|anogla_Scaffold1055,5e-06,1920,165459,63,22,41,36,0,0,1457,1269,28716,28904,51.5,16,-2,3
Contig1,gnl|Anoplophora_glabripennis|anogla_Scaffold1055,5e-06,1920,165459,24,11,13,13,0,0,1287,1216,28983,29054,23.1,16,-1,3
Contig1,gnl|Anoplophora_glabripennis|anogla_Scaffold1055,1.7,1920,165459,22,10,12,18,0,0,831,896,15814,15749,38.2,16,3,-3
Contig1,gnl|Anoplophora_glabripennis|anogla_Scaffold1049,5e-06,1920,120540,63,22,41,36,0,0,1457,1269,118231,118043,51.5,13,-2,-3
Contig1,gnl|Anoplophora_glabripennis|anogla_Scaffold1049,5e-06,1920,120540,24,11,13,13,0,0,1287,1216,117964,117893,23.1,13,-1,-3
Contig1,gnl|Anoplophora_glabripennis|anogla_Scaffold45,7e-05,1920,1706180,66,24,42,35,0,0,1457,1260,1200232,1200429,52.8,18,-2,1
Contig1,gnl|Anoplophora_glabripennis|anogla_Scaffold45,7e-05,1920,1706180,66,24,42,35,0,0,1457,1260,1210539,1210736,52.8,18,-2,3
Contig1,gnl|Anoplophora_glabripennis|anogla_Scaffold45,0.89,1920,1706180,31,11,20,20,0,0,831,923,622304,622396,39.1,18,3,2
Contig1,gnl|Anoplophora_glabripennis|anogla_Scaffold45,1.7,1920,1706180,25,10,15,18,0,0,825,899,622244,622318,38.2,18,3,2
Contig1,gnl|Anoplophora_glabripennis|anogla_Scaffold45,6.0,1920,1706180,44,16,28,22,0,0,971,840,622410,622279,36.3,18,-2,-3
Contig1,gnl|Anoplophora_glabripennis|anogla_Scaffold1307,8e-05,1920,124812,64,19,45,36,0,0,1460,1269,111302,111111,44.1,14,-2,-2
Contig1,gnl|Anoplophora_glabripennis|anogla_Scaffold1307,8e-05,1920,124812,28,11,17,16,0,0,1577,1494,111434,111351,26.3,14,-2,-2
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,9e-05,1920,11141052,22,12,10,17,0,0,835,900,7868454,7868389,44.1,19,1,-1
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,9e-05,1920,11141052,18,5,13,14,0,0,998,1051,7868310,7868257,25.8,19,2,-1
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,0.001,1920,11141052,29,13,16,19,0,0,814,900,7868483,7868397,40.5,19,1,-2
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,0.001,1920,11141052,18,7,11,15,0,0,998,1051,7868336,7868283,25.4,19,2,-2
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,0.003,1920,11141052,23,12,11,16,0,0,832,900,7868441,7868373,40.5,19,1,-2
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,0.003,1920,11141052,10,7,3,9,0,0,1018,1047,7868316,7868287,24.0,19,1,-1
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,0.013,1920,11141052,19,12,7,13,0,0,899,843,7868390,7868446,38.6,19,-2,2
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,0.013,1920,11141052,12,8,4,10,0,0,1047,1012,7868287,7868322,23.5,19,-1,1
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,0.018,1920,11141052,14,6,8,13,0,0,858,899,1748551,1748510,30.9,19,3,-3
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,0.018,1920,11141052,19,7,12,17,0,0,995,1051,1748443,1748387,30.9,19,2,-3
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,0.032,1920,11141052,21,8,13,17,0,0,837,899,5181662,5181724,33.6,19,3,2
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,0.032,1920,11141052,22,9,13,12,0,0,836,901,7868232,7868297,30.4,19,2,3
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,0.032,1920,11141052,19,7,12,15,0,0,1001,1057,7868354,7868410,30.4,19,2,2
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,0.032,1920,11141052,35,12,23,18,0,0,871,975,5181774,5181878,27.2,19,1,3
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,0.043,1920,11141052,23,7,16,17,0,0,831,899,5181454,5181522,31.3,19,3,1
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,0.043,1920,11141052,41,12,29,23,0,0,871,993,5181514,5181636,29.0,19,1,1
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,0.14,1920,11141052,20,9,11,16,0,0,992,1051,1748454,1748395,30.4,19,2,-1
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,0.14,1920,11141052,18,7,11,14,0,0,855,908,1748550,1748497,28.1,19,3,-1
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,0.18,1920,11141052,23,11,12,14,0,0,829,897,7868482,7868414,32.2,19,1,-3
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,0.18,1920,11141052,18,5,13,15,0,0,998,1051,7868422,7868369,25.8,19,2,-3
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,0.25,1920,11141052,46,14,32,28,0,0,977,840,6595744,6595881,40.9,19,-2,1
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,0.43,1920,11141052,21,8,13,14,0,0,836,898,7868248,7868310,29.0,19,2,1
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,0.43,1920,11141052,18,7,11,14,0,0,998,1051,7868345,7868398,27.6,19,2,2
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,0.57,1920,11141052,28,9,19,18,0,0,816,899,5181525,5181608,34.1,19,3,3
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,0.57,1920,11141052,33,10,23,18,0,0,871,969,5181714,5181812,22.1,19,1,3
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,1.7,1920,11141052,40,15,25,25,0,0,902,783,9893185,9893304,38.2,19,-2,1
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,1.7,1920,11141052,17,8,9,14,0,0,849,899,7868442,7868392,32.2,19,3,-1
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,1.7,1920,11141052,18,4,14,14,0,0,998,1051,7868398,7868345,22.1,19,2,-3
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,2.3,1920,11141052,48,13,35,26,0,0,832,975,7868377,7868234,37.7,19,1,-3
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,2.3,1920,11141052,28,11,17,19,0,0,816,899,5181957,5182040,37.7,19,3,3
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,3.0,1920,11141052,33,9,24,18,0,0,849,947,9334042,9333944,29.0,19,3,-3
Contig1,gnl|Cimex_lectularius|cimlec_Scaffold14,3.0,1920,11141052,19,9,10,15,0,0,995,1051,1748445,1748389,28.6,19,2,-1
